OWASA,Durham,Raleigh,Cary,Pittsboro,Chatham
2.0973192935,1.7047086072,1.7342413253,0.128125491,-0.1122161021,0.49331715530000003
0.9268939341,1.3250872696,1.6372471119999998,0.5095187954,0.3033210815,2.1858172466
0.8217890469,0.5820055753,-0.12329557320000001,0.0331269354,2.2309157854,2.22673235
0.2597699536,1.9180290413999999,1.4747529836000002,1.3038063309999999,2.0482498278,1.5384690065
2.0643434041999997,1.5198374974000002,0.7459703342,0.6519421924000001,1.1689675426000001,0.2452915004
1.9005024172,-0.1933431239,1.4833337327,-0.0632712293,0.1405174176,1.5685370821
1.5248704214,0.7584894139,2.1454718502000003,1.8857761663,2.0935642241999997,1.9986817175999998
-0.1865549396,-0.0521749772,0.1688813809,0.9279947393000001,1.4541387597,0.5949066561999999
1.8707115636000002,0.187859146,-0.0433939509,0.8980431473999999,1.8544259812000001,0.8175799842
1.2244169217,0.25259232649999996,0.7253344787,1.2621127122,1.6853013979,1.0159329987
0.5608124554,1.9042705390999999,0.0199363616,0.055275755700000005,1.5760859778999998,1.063810923
1.1364230583,-0.028137158399999997,1.7154583951,1.9924821030000002,0.6653367855,1.1216251028
-0.1405042609,0.9353332883,1.4445996241999999,0.9114775474,0.2952749506,0.5352785706000001
-0.0087909785,1.8113916212,0.110575731,0.2122298092,1.3445959746,1.7694198997
1.9497453324,1.9559847244,1.7914958322,-0.1934166123,0.608312182,0.38161571969999997
0.0544420071,0.5512040479,0.5100905268,0.2952095324,1.9935269526,1.8261609646
2.2060817840999998,0.0105889295,0.5626637566,2.1426415625999997,1.9282933896,0.9722219303
0.7751903625,1.269571831,-0.2367948464,1.5061353853,-0.20209011719999997,0.5005276614999999
1.8459120031999998,1.4743385797,-0.0743741319,0.7896042188,0.93863257,1.5551062197999999
0.1208151767,0.9242410034999999,2.0617249633,0.8643833609999999,1.7155391774000002,0.7033659159000001
0.874127799,0.7075039347,2.1664868052,-0.0577049553,0.4509276213,0.9554018887000001
2.1442254601,0.8865938682,1.9442686427000002,0.7566872204,-0.0013118102,2.0424341542
0.8765467934000001,1.8909087178,1.8880035177,1.8186895979,0.7011292179,1.7859430381999999
0.6311401182999999,1.6214409131,0.4655012086,0.6957397591,2.2224355581,2.0680214762
1.6451578695,1.6979824743,1.7650241708,1.5841197518,1.3760691103,0.6049664363
0.296968787,1.7176766457,-0.16501977939999998,0.2271461379,-0.0998429267,1.4400102055000001
2.1568092906,1.0656800707,2.0113143206,-0.1184430114,1.8442269703,0.5426846218
1.8137031408000002,0.1449915001,1.8179619546999999,2.1691678897999997,0.0012287809,1.0437483376
0.7546079809,0.953066975,0.8933577386,1.5992426096,0.8449860995,1.8136172857
1.4723667002,1.3648875815000001,0.3190026945,0.0484791709,0.5782919608,1.3647950487
0.4289443438,0.6793572943999999,-0.2042496659,1.6616487609000001,0.4211342938,-0.1425483467
2.115675536,0.22599737539999998,1.2362723603,0.2750866473,1.609011304,0.3613932282
0.1832227034,2.1343069426,0.6242746627,-0.2228798,0.0558465013,0.5609040927000001
1.9522230344,0.039829121,0.2196989657,1.5387377046000001,1.7488275129,1.6577010701
2.0251685291999997,1.5467862331,-0.1063671182,0.7118151220000001,0.8766749198999999,0.9777967081000001
0.518606473,1.3195022512999999,1.7110970595,0.7374914706,0.5442269402000001,1.1811114663
2.105509918,1.0395715085,1.6969396878999998,0.43266038630000003,2.1784876431,-0.0064969869
0.2193901641,1.8192697868,0.17945477829999998,2.2452837442,1.1424532826,0.2952502166
0.0823225196,1.6393529947,0.8451651473999999,0.18856406550000002,0.9853149661,1.6307558944
1.335057073,0.5004810425999999,1.3436008941,0.08126039730000001,0.9517979151,2.1303459838
1.5073069708000002,1.9842510426,1.1508203459,0.4691638275,2.1667459615,0.9959643529000001
1.1860710134999999,2.0883544928999997,2.0325018277,-0.0184781726,0.2460321602,2.0870927265
2.1966087352000003,0.0890128615,1.3646918212,0.4874613504,1.1968748422,-0.0641661177
2.1321780466,1.0119745811,0.3042008966,0.6849201187,-0.1535411957,1.2305741973
1.1598865264,0.9678738139,0.4595355881,0.5139578553999999,0.818995774,-0.12029340990000001
1.202639965,1.6505396768,0.8253734154000001,1.0355694020000001,0.7849155328,1.2976315156
0.7298754555,0.7712932668000001,1.424857158,0.1783950463,2.0743513564,0.45781615600000003
-0.24484953780000002,1.4815791262,1.2445172492,1.0377091424,1.7043215282,0.3653154951
2.2457440543000002,1.7718558697,1.1266083803,2.2342345168,0.17340875260000002,1.2057557843
1.7263827923,0.6553403072,-0.036871555,1.708611598,1.253719794,-0.0897170259
0.040784124500000005,-0.12041704880000001,1.6172857753,1.2406607152,-0.1786691646,0.31804561719999996
-0.1003541327,1.7363544905000001,1.2011032675,0.9741997372,0.7490820442,1.4244999857
0.276213284,0.31910097379999997,0.9276532115999999,2.1215210689,0.6800296353,-0.24821277760000002
1.2424496395,0.7452969164,0.6739775389,1.7835598057,2.1445868312000003,0.4213545625
1.6658489517,1.0624773054,2.0667609915000003,2.1105044282,2.1207308847,1.326166699
0.9974512273999999,1.3451632231,0.9540032582,1.0735542122,0.2522225374,1.8581189533000002
0.6041704776,0.2838578546,1.1135170373999999,0.847079148,1.9830929141,1.9135985530000001
1.6863082487,0.835275729,0.38109408270000006,1.6442082516,0.1034568708,2.2216811766999998
0.3339912151,2.0211882061,1.2666837526999999,2.0228337715,0.468241845,-0.19639467149999998
1.7114954532,1.8343807259,0.35990210270000006,1.3193355334999999,0.1261994489,1.0355026152
0.3574278974,1.9345875499,1.2896962904,0.23903198,0.08947093619999999,0.20054085030000002
0.3002608607,0.7942195566,-0.0037748067999999997,1.1803845488,0.0332942536,0.6891820637999999
0.3199303186,0.7847684341,0.6363899423,0.072329542,1.9074280688999998,0.4767777949
1.3582343785,2.1078409747999998,1.1973629676000002,0.5538146734,2.0850780287,0.7206151614
0.0316079895,0.0842146351,1.0268546884999998,2.1794737686000003,-0.08309118759999999,0.7816673366
1.2810510049,1.1600788592,-0.0157829362,0.3904870931,0.5957071544,2.2056903728
1.0151090883,1.6803981128,0.088689661,1.757557917,0.23639641109999998,1.6176685469999998
1.8862857825,2.2493558128,2.0182736363,0.313579075,1.7916439185,0.2785707526
0.9797036732,0.0246244211,1.8059108753,1.2876378073,1.4319033583,0.8363872998999999
1.0743957597,1.2034925816,0.258028947,1.7935360063999999,2.2417168119,0.9128599059
0.48328711049999995,1.2329888922,0.048450733600000004,0.16824759260000002,1.2335673201000001,1.5352224738
-0.014564795600000001,0.1225444351,1.4892949736,1.4881158159999999,0.6875665868,0.9340954742
2.0141185338,1.5271339606,1.7530670965000001,1.1361827349,1.0438061144,1.007670093
0.3830368429,0.646253557,0.4939915568,-0.2435739271,1.4795025757,0.4457911711
0.9460093325,1.1027493420999999,2.2308847113,-0.1479256471,1.2906064498999998,2.1070947883
-0.1536561656,0.13251181720000002,0.4777120843,2.1312232894,0.9221309163,1.345324943
0.4688233147,1.5108600450999998,-0.1618973542,0.9527951164,-0.0258627538,0.33931586490000004
-0.0929453816,-0.13854274130000002,2.2384825769,0.7759333928000001,0.2832580449,-0.07648599519999999
0.5261499868,0.6703466564,1.3524434790000002,1.1198566467,1.6937433327000002,1.3892951925
0.5842514483,-0.085638326,0.5534424948,1.4823334425999999,0.8914661996,1.7003111426
1.5904979945,0.804028231,0.8709422618000001,-0.0468832395,0.6546873317,1.1974990547
1.0320869283,2.054647177,1.2209074498999999,1.4720431415000002,0.4894730228,1.1652250785
1.4468356644999998,0.27109564399999997,0.676115968,0.3274294616,1.5702978669999998,0.13535537109999998
0.5404900011,1.9442834367,2.1831789587,0.3064544952,-0.2356236354,1.9480351511000003
0.8936593211,1.5878793284000001,0.5896260114999999,1.7463869234,1.0373419093,1.1038728478
0.6883193734999999,1.3924812046000001,1.0793404803,-0.10126508869999999,1.9681257041999998,0.7917088605
1.4599010828,1.1660223042,1.1430570822,1.8257488315000001,0.397001614,0.168953771
0.2014444479,1.6027587796,1.1870219399,2.1987917063999998,1.4135203746,0.0394397467
1.6164897253,1.6669281352,0.6972928947,1.4068780575,1.8368280086000002,-0.1261242035
0.6154460042000001,2.1512585098,0.7513562759,1.8736131699,1.7594646487999999,0.0881053643
1.1882008978,1.3775289013,2.1328844978,0.7649850439,2.1112568984999998,-0.1065503133
0.9543396593000001,0.4754199236,1.9930569334000001,1.3697042405000002,0.6224667624,-0.228105444
1.5483084798,1.1472803824,0.5464519385000001,1.7180927806,2.0120769088,0.11458956390000001
0.7151742828000001,1.4203830171,0.8511072351000001,0.8236584668000001,0.7738330644,1.2781858869
1.0537045016,-0.2093058316,1.7843877505,-0.1656252777,0.9356631036,1.3823099622
0.1261493362,-0.0429093262,0.0812011246,2.0394508054,0.5194904418999999,0.2307653032
0.5066437492,0.8224430228,1.1698638683,1.1026422989,0.47641954579999996,0.650563717
1.078388016,0.3117370682,-0.14511739099999998,1.9859725466,-0.1480923961,-0.1870169391
0.39146650270000005,1.5603619903000001,0.976751183,-0.0929050634,1.530025353,1.2667291125
0.1936928692,1.5764153927000002,1.3238633418999999,0.0118460778,0.2111906916,2.1505759838
1.4227378807,1.41172127,1.5395164571000002,1.5683212686,1.3954271159,1.2440083832
1.7843762866,0.8403571508,1.3956092748,1.0085194606,1.7822342749000002,-0.1575627812
1.1125926721,1.2198068244,1.7377081221000001,1.3422331598,1.3128694984,1.7161570186000001
0.4399415618,2.1633783675,0.027156383,1.0581568224,0.3701542987,1.1527189808
0.2688676041,2.0743948451,1.0727876231,0.3785191954,2.2030441482,1.4334180006000001
0.022568316600000003,-0.0096918565,0.33079047510000004,1.620110385,0.3348577225,0.6162916099
0.42263863170000004,-0.1545722908,0.8016899231,0.42211625399999997,1.3345381418,0.011491896100000001
0.9201001755,0.2391559954,0.6039717115,1.9164885678,0.0800510024,0.1957244363
0.8066840661,0.0732775886,-0.23955761350000002,0.40199165600000003,2.1890317724,1.7905913405
1.3913062886,0.9875947748999999,0.0628126496,1.2247309525,1.8748256819999998,0.6363591862
1.4826883723,0.7220268951000001,0.7840713383,2.0762530306,0.6290143433,0.8484471893000001
1.110310812,0.3337558455,0.9174542591,1.4588565281,0.9108198346999999,1.5962812516999998
2.2180082522999998,1.0141229111,1.56084395,0.9898977714,-0.13320059880000001,0.4297183407
1.9634700688,0.4099019882,2.1932679445,1.897761635,2.054785245,1.8382079516999998
1.2555294707,0.4172304769,1.9602858587,1.3873108775,1.6522517229,-0.0180119398
1.1402831956000001,1.7781997663999998,1.9089694183,1.6994024007,0.0380000884,0.8968531982
1.3168497199,0.608965304,2.2006836065,0.7160378240999999,0.2659422097,1.1305686549
0.3449712791,0.5307570239,1.01943302,1.6314338286,-0.2438733778,1.608842426
1.5567819669,0.8994825462999999,0.7074150293000001,1.7280321647999999,0.8328207959,1.8121114918
2.0098986299,1.1844636894,0.429049325,1.9515391769,1.8827789368999999,0.9006886370999999
1.5300651444,1.4975375222999998,1.6574001423,-0.1560668069,0.1603818839,1.9849276552000001
0.912195581,0.1565400093,1.1020051839,1.4430595063999998,0.1181829316,1.6487065746
0.07314680400000001,2.2226463194,0.7718253313,0.1212407801,0.19823982629999998,1.400796711
1.9188000871000002,1.2904051669,1.2519937257,1.0954935491,-0.0678029034,1.9674342322999998
